province,district,year,tree_cover_loss_ha,co2_emissions
Bengkulu,Kepahiang,2015,250.6145653570943,167196.2923816962
Bengkulu,Kepahiang,2016,431.893828742274,285359.6733379705
Bengkulu,Kepahiang,2017,507.29275709173857,336657.3036160982
Bengkulu,Kepahiang,2018,505.6689985034496,363082.2351139721
Bengkulu,Kepahiang,2019,412.77029539187896,293305.73014937266
Bengkulu,Kepahiang,2020,325.32300662241994,237504.2088757955
Bengkulu,Kepahiang,2021,189.0365447578405,143490.96731108116
Bengkulu,Kepahiang,2022,189.03564580012744,147040.74696326713
Bengkulu,Kepahiang,2023,348.12136870710793,291578.2938886613
Bengkulu,Kepahiang,2024,257.5153992259215,214966.35242175477
Bengkulu,Kepahiang,2025,421.0500901780314,345372.56698685687
Bengkulu,Lebong,2001,468.6527763083136,355064.6737667831
Bengkulu,Lebong,2002,132.8923051052364,96026.44464329496
Bengkulu,Lebong,2003,258.7207795768524,199087.72427478852
Bengkulu,Lebong,2004,741.4577541589698,578744.1951138692
Bengkulu,Lebong,2005,354.3714987571619,269387.83156906534
Bengkulu,Lebong,2006,645.1804916615956,472592.76536416175
Bengkulu,Lebong,2007,396.2388575525248,300327.594803364
Bengkulu,Lebong,2008,753.8033170569017,569685.3127841352
Bengkulu,Lebong,2009,566.8443743572858,412156.0496893466
Bengkulu,Lebong,2010,304.96568344523075,217245.61786869913
Bengkulu,Lebong,2011,458.0510002851618,325863.3471116461
Bengkulu,Lebong,2012,612.986440572513,441022.3488916504
Bengkulu,Lebong,2013,468.2585999446568,336569.1309959813
Bengkulu,Lebong,2014,914.6355695894064,630876.9714229353
Bengkulu,Lebong,2015,1176.246845676382,812966.7026210753
Bengkulu,Lebong,2016,1388.310121233643,936600.7852640547
Bengkulu,Lebong,2017,1557.4742126678716,1059971.397418388
Bengkulu,Lebong,2018,1427.1409983397111,980383.5291731469
Bengkulu,Lebong,2019,901.8969134025192,599025.4943086376
Bengkulu,Lebong,2020,891.0465683803761,591900.8511902892
Bengkulu,Lebong,2021,630.6498059648663,419693.3411542688
Bengkulu,Lebong,2022,613.3818127709129,408235.4897743278
Bengkulu,Lebong,2023,709.3317887445031,457867.6360681354
Bengkulu,Lebong,2024,833.7173108234126,543847.7576135016
Bengkulu,Lebong,2025,1838.0543515332113,1214389.3138439597
Bengkulu,Mukomuko,2001,4636.756752962066,3577432.6111988868
Bengkulu,Mukomuko,2002,3397.0373947683643,2726521.7696433947
Bengkulu,Mukomuko,2003,2097.4617971503203,1492792.0960912656
Bengkulu,Mukomuko,2004,8659.756644444538,5849719.444371983
Bengkulu,Mukomuko,2005,4579.087435918431,3266843.909649407
Bengkulu,Mukomuko,2006,5735.515333907475,3950032.3511820366
Bengkulu,Mukomuko,2007,9825.322597803412,7282291.942031784
Bengkulu,Mukomuko,2008,5266.365358105083,3770036.5260302126
Bengkulu,Mukomuko,2009,7000.129903948223,5106559.587085965
Bengkulu,Mukomuko,2010,4348.074264424438,3100000.504522505
Bengkulu,Mukomuko,2011,9177.142192325266,7150417.1898069065
Bengkulu,Mukomuko,2012,5583.164865564861,4532745.021664234
Bengkulu,Mukomuko,2013,4708.914997587318,2513653.2330650487
Bengkulu,Mukomuko,2014,5384.253917005337,3303138.389795697
Bengkulu,Mukomuko,2015,4172.352243464706,2751471.6248547058
Bengkulu,Mukomuko,2016,5305.357296477584,3514730.9510700586
Bengkulu,Mukomuko,2017,6275.048209725032,4176452.2790216175
Bengkulu,Mukomuko,2018,5455.101602246502,3717295.323951871
Bengkulu,Mukomuko,2019,3845.95253124242,2179241.5272449143
Bengkulu,Mukomuko,2020,3071.541759915253,2147360.465798188
Bengkulu,Mukomuko,2021,3942.4942454271218,2428675.5577067006
Bengkulu,Mukomuko,2022,7127.704205194585,5149822.990740665
Bengkulu,Mukomuko,2023,5627.785416108429,3919278.5206151446
Bengkulu,Mukomuko,2024,4976.030323157751,3938616.873547157
Bengkulu,Mukomuko,2025,5613.727711490594,4168818.228465724
Bengkulu,Rejang Lebong,2001,873.2772172252987,609705.5022741169
Bengkulu,Rejang Lebong,2002,348.9710493754349,235387.22445361904
Bengkulu,Rejang Lebong,2003,90.23804411695613,60927.088370428886
Bengkulu,Rejang Lebong,2004,897.8423740125022,598408.6801514091
Bengkulu,Rejang Lebong,2005,342.59687539487845,233690.38782916564
Bengkulu,Rejang Lebong,2006,890.4774737516781,605153.8295863033
Bengkulu,Rejang Lebong,2007,313.25895824577947,220255.44760880995
Bengkulu,Rejang Lebong,2008,1157.9662815434524,806495.3890844086
Bengkulu,Rejang Lebong,2009,612.6967068946904,427847.1090343183
Bengkulu,Rejang Lebong,2010,687.9571919705511,481882.223141964
Bengkulu,Rejang Lebong,2011,341.6775205094265,230898.3488345997
Bengkulu,Rejang Lebong,2012,1792.5232216323527,1246366.6847113336
Bengkulu,Rejang Lebong,2013,676.8998558554832,453747.73710594897
Bengkulu,Rejang Lebong,2014,1377.2198847858765,930914.6150694307
Bengkulu,Rejang Lebong,2015,1239.9922254714431,830947.8727636752
Bengkulu,Rejang Lebong,2016,2159.9564859624415,1448719.08826879
Bengkulu,Rejang Lebong,2017,1555.8641197345323,1022295.0588580172
Bengkulu,Rejang Lebong,2018,1875.266613296884,1257051.0281805708
Bengkulu,Rejang Lebong,2019,1262.7974711175384,841648.2757968238
Bengkulu,Rejang Lebong,2020,1452.7300013310548,972153.2263072032
Bengkulu,Rejang Lebong,2021,741.259723890242,489142.233013414
Bengkulu,Rejang Lebong,2022,913.9109268179386,615549.2975025298
Bengkulu,Rejang Lebong,2023,1298.7508897194336,878828.0109026564
Bengkulu,Rejang Lebong,2024,1319.5638858063055,895964.9385504534
Bengkulu,Rejang Lebong,2025,1810.5414701291013,1221725.5380808082
Bengkulu,Seluma,2001,1633.0519960669526,1092287.9023776117
Bengkulu,Seluma,2002,1729.5101603748712,1170358.99117307
Bengkulu,Seluma,2003,846.7272266896122,547935.7327208682
Bengkulu,Seluma,2004,3193.427237888236,2244864.919328568
Bengkulu,Seluma,2005,1823.189283354577,1249337.366361316
Bengkulu,Seluma,2006,4556.701629610574,3056818.2449783566
Bengkulu,Seluma,2007,1079.05009785425,763564.2680244109
Bengkulu,Seluma,2008,3946.354635583278,2753223.1083991006
Bengkulu,Seluma,2009,1301.890728923899,908322.3212114316
Bengkulu,Seluma,2010,3128.0219393876055,2215114.2069607303
Bengkulu,Seluma,2011,2399.2456751943314,1708860.8704121464
Bengkulu,Seluma,2012,4284.750493844323,3082139.318438633
Bengkulu,Seluma,2013,1302.9283961951949,939877.7965473044
Bengkulu,Seluma,2014,2506.202434730897,1819074.6066182663
Bengkulu,Seluma,2015,2507.245146502146,1794919.03404445
Bengkulu,Seluma,2016,3334.151262974368,2369773.917272661
Bengkulu,Seluma,2017,3043.7801633155927,2209835.6483732252
Bengkulu,Seluma,2018,3382.563212268636,2522133.3756598253
Bengkulu,Seluma,2019,2277.60683138885,1681390.67457032
Bengkulu,Seluma,2020,2131.2209775363604,1563429.6772228284
Bengkulu,Seluma,2021,1628.0712593553644,1209064.0203031024
Bengkulu,Seluma,2022,2320.7931763598544,1542397.5813521994
Bengkulu,Seluma,2023,4416.841929639635,2472957.5188099714
Bengkulu,Seluma,2024,3141.8045418711013,1799095.06403641
Bengkulu,Seluma,2025,3526.1011182648094,2216613.409828718
Jambi,Batang Hari,2001,1680.109925963002,976446.3522370533
Jambi,Batang Hari,2002,4152.678730561449,2471030.188225044
Jambi,Batang Hari,2003,2418.8443403846322,1545538.7453371289
Jambi,Batang Hari,2004,10290.962766760886,6601483.0010544155
Jambi,Batang Hari,2005,13577.726424910952,9421556.800673593
Jambi,Batang Hari,2006,22166.91164279754,15976901.734382471
Jambi,Batang Hari,2007,29923.119139951796,21187674.511801008
Jambi,Batang Hari,2008,20563.759141167367,14965892.78963832
Jambi,Batang Hari,2009,18768.727813926685,13869284.520521814
Jambi,Batang Hari,2010,1876.5813929336136,1319747.3404833523
Jambi,Batang Hari,2011,9208.182270920415,7475647.069786952
Jambi,Batang Hari,2012,26522.59605161039,21030628.167008217
Jambi,Batang Hari,2013,7498.885291273408,5922006.980990543
Jambi,Batang Hari,2014,10176.143523413875,7705303.756139798
Jambi,Batang Hari,2015,8007.2030467437235,5808396.355015669
Jambi,Batang Hari,2016,21942.228731376777,16619442.500257095
Jambi,Batang Hari,2017,13353.738346049906,10705503.550559696
Jambi,Batang Hari,2018,9135.160204377233,6692147.57628839
Jambi,Batang Hari,2019,8047.2459109728015,6079475.800408455
Jambi,Batang Hari,2020,6997.607942188276,5168806.095355157
Jambi,Batang Hari,2021,8352.494041827587,5838467.876281702
Jambi,Batang Hari,2022,9611.279249285633,6735520.977763775
Jambi,Batang Hari,2023,14541.64360059277,10097382.753490247
Jambi,Batang Hari,2024,15534.154476792764,10778166.523354102
Jambi,Batang Hari,2025,9025.582155433527,6391016.109820828
Jambi,Bungo,2001,5260.338271796009,3420428.7375244815
Jambi,Bungo,2002,4068.5271264988455,2586557.4781903275
Jambi,Bungo,2003,2184.8870051353274,1459181.9856844156
Jambi,Bungo,2004,7532.481930675583,4941770.586658553
Jambi,Bungo,2005,6052.790263629897,4082102.0562647334
Jambi,Bungo,2006,12843.48450563402,8423144.2671041
Jambi,Bungo,2007,8358.951956647386,5779168.57344736
Jambi,Bungo,2008,4740.653983375844,3328981.020296203
Jambi,Bungo,2009,9686.03258457965,6815328.035452938
Jambi,Bungo,2010,4531.512197857137,3346047.817288309
Jambi,Bungo,2011,9266.386267106767,7123765.647148717
Jambi,Bungo,2012,7878.729462835504,5823998.19502236
Jambi,Bungo,2013,5082.552719368604,3767846.521998288
Jambi,Bungo,2014,5447.4538535709735,3820600.43010664
Jambi,Bungo,2015,4144.6856312234795,2710162.93573293
Jambi,Bungo,2016,6078.148888631736,3724950.582561056
Jambi,Bungo,2017,7485.888646490949,4146018.675017788
Jambi,Bungo,2018,5265.631466078131,3088514.0165793584
Jambi,Bungo,2019,6744.276635517009,4010457.5186798344
Jambi,Bungo,2020,5281.631531207493,3203465.4646642124
Jambi,Bungo,2021,8478.494007935473,5047182.228686785
Jambi,Bungo,2022,8103.545020383086,5361775.0867253225
Jambi,Bungo,2023,9053.127180514562,6438933.903162647
Jambi,Bungo,2024,8604.792435393889,6150187.893197309
Jambi,Bungo,2025,8548.201328298472,6170681.492945908
Jambi,Jambi,2001,21.99371617344388,11621.577854818606
Jambi,Jambi,2002,43.910618795065815,20310.80202601344
Jambi,Jambi,2003,22.147847798686655,8657.587859271647
Jambi,Jambi,2004,107.50727066072594,53544.06078609055
Jambi,Jambi,2005,111.12159013933709,55012.49090216791
Jambi,Jambi,2006,59.90582265988531,29522.93283617548
Jambi,Jambi,2007,189.25281216688103,92980.78885331434
Jambi,Jambi,2008,178.56384037666515,89702.76420197709
Jambi,Jambi,2009,216.9374522327568,108489.57316919608
Jambi,Jambi,2010,0.0769026544675021,29.296006139196145
Jambi,Jambi,2011,54.60039721342704,28622.835481781138
Jambi,Jambi,2012,210.40163797088505,106671.41329870698
Jambi,Jambi,2013,117.50388532632888,61964.84224535496
Jambi,Jambi,2014,90.3583360696621,46808.94852513749
Jambi,Jambi,2015,94.58814228246928,46607.309656392354
Jambi,Jambi,2016,205.63409933861396,103561.1516316822
Jambi,Jambi,2017,103.97094658197572,49017.969153948696
Jambi,Jambi,2018,92.58864323723053,48295.76834651627
Jambi,Jambi,2019,95.89535220025437,49471.30602524058
Jambi,Jambi,2020,141.57680514180066,65912.98747346904
Jambi,Jambi,2021,65.7510337829417,34060.98516645358
Jambi,Jambi,2022,61.13646112424125,31733.16484125481
Jambi,Jambi,2023,102.12519160695416,52373.42512540795
Jambi,Jambi,2024,47.0640704808108,23165.31005986654
Jambi,Jambi,2025,64.0594993261357,31034.48495169067
Jambi,Kerinci,2001,631.6854645905976,382388.12635898095
Jambi,Kerinci,2002,210.2103936258364,138335.00006069057
Jambi,Kerinci,2003,167.61636695739935,104284.9018396908
Jambi,Kerinci,2004,691.8819278375546,450927.32415821106
Jambi,Kerinci,2005,551.5027647647336,370366.11073990865
Jambi,Kerinci,2006,508.9799303223383,333305.0355862939
Jambi,Kerinci,2007,654.4528088062112,438351.3731989933
Jambi,Kerinci,2008,546.8975839847933,374166.2755831568
Jambi,Kerinci,2009,901.0212228572152,617665.9669603313
Jambi,Kerinci,2010,582.3155992940541,380456.2353849725
Jambi,Kerinci,2011,1219.3403046667906,801254.2454196728
Jambi,Kerinci,2012,925.2469433301968,625239.4022530634
Jambi,Kerinci,2013,903.3350797109944,524164.49149908544
Jambi,Kerinci,2014,2069.6158004591684,1284544.7203447632
Jambi,Kerinci,2015,1322.6368069319594,844559.7629805804
Jambi,Kerinci,2016,4570.139867584581,2869464.1122648153
Jambi,Kerinci,2017,6044.7616148184115,3602348.53080132
Jambi,Kerinci,2018,5173.703265606618,3282888.021151555
Jambi,Kerinci,2019,4978.294635212883,3167439.0723103704
Jambi,Kerinci,2020,4903.575925684446,3140025.507892644
Jambi,Kerinci,2021,4336.4980156360725,2843825.6675123954
Jambi,Kerinci,2022,4265.145879329034,2795175.0432238425
Jambi,Kerinci,2023,2128.640276309056,1329760.4570904984
Jambi,Kerinci,2024,1941.0001147438888,1213292.232137676
Jambi,Kerinci,2025,3402.1895185472604,2134690.176606184
Jambi,Merangin,2001,6066.279739693857,4095960.920144892
Jambi,Merangin,2002,4400.106672628248,2916977.71126778
Jambi,Merangin,2003,1227.7319243097663,903521.9912076943
Jambi,Merangin,2004,7573.561512709066,5162325.625085048
Jambi,Merangin,2005,4386.566975079345,2998000.4890517625
Jambi,Merangin,2006,6867.790845351824,4592492.725177001
Jambi,Merangin,2007,6544.607530485677,4556104.228883517
Jambi,Merangin,2008,4509.431301935869,3332570.103891084
Jambi,Merangin,2009,8591.452372876622,5964254.206308232
Jambi,Merangin,2010,7131.950888251316,4961328.485734205
Jambi,Merangin,2011,5906.975070576785,4203988.522472834
Jambi,Merangin,2012,7715.146490455974,5496261.588498308
Jambi,Merangin,2013,6288.828503986012,4528173.063106497
Jambi,Merangin,2014,9096.448488703836,6373542.09781038
Jambi,Merangin,2015,6619.099498796507,4569705.533329095
Jambi,Merangin,2016,12272.888022679188,8471988.993757278
Jambi,Merangin,2017,13781.076042970113,9677947.204208605
Jambi,Merangin,2018,11438.792152013024,7889746.260060149
Jambi,Merangin,2019,11179.734595846196,7883501.832332551
Jambi,Merangin,2020,12822.960876028077,9003641.255610507
Jambi,Merangin,2021,12897.671364927875,8947425.476735746
Jambi,Merangin,2022,14286.445583211484,9883401.674411066
Jambi,Merangin,2023,15788.607540372472,10981756.378568243
Jambi,Merangin,2024,13578.253250817452,9504193.21165996
Jambi,Merangin,2025,12913.38047135144,9034508.484181028
Jambi,Muaro Jambi,2001,4694.913904712631,3977289.8923883727
Jambi,Muaro Jambi,2002,6390.118765226537,5014424.997028261
Jambi,Muaro Jambi,2003,2144.9297185051773,1800813.6020522874
Jambi,Muaro Jambi,2004,28765.823302487504,37090422.978545725
Jambi,Muaro Jambi,2005,17879.632330528504,21025583.725784607
Jambi,Muaro Jambi,2006,6968.565814586013,4867691.024697713
Jambi,Muaro Jambi,2007,18657.433734660623,17063700.89628718
Jambi,Muaro Jambi,2008,12735.744899283141,9624826.55375899
Jambi,Muaro Jambi,2009,13317.490837904308,11396330.799005846
Jambi,Muaro Jambi,2010,1009.8063823707132,1099894.5567248296
Jambi,Muaro Jambi,2011,1218.5692827093617,713262.3196494845
Jambi,Muaro Jambi,2012,15807.524453075448,14675378.875426192
Jambi,Muaro Jambi,2013,7900.167727778864,8351832.481970932
Jambi,Muaro Jambi,2014,8270.429534072346,6318787.153479552
Jambi,Muaro Jambi,2015,6373.44776774896,4213769.302248592
Jambi,Muaro Jambi,2016,40671.12787199825,47399783.7967364
Jambi,Muaro Jambi,2017,7792.4489587070675,4635638.564508896
Jambi,Muaro Jambi,2018,9754.609821234606,5225055.015431079
Jambi,Muaro Jambi,2019,7499.348972566496,3746250.3830889384
Jambi,Muaro Jambi,2020,20812.484978027383,18895783.692258503
Jambi,Muaro Jambi,2021,10503.174373577453,5737532.686253453
Jambi,Muaro Jambi,2022,9201.64566200954,4746990.4554850655
Jambi,Muaro Jambi,2023,14113.22871924472,6481349.897234385
Jambi,Muaro Jambi,2024,13622.536132026038,6784654.529542676
Jambi,Muaro Jambi,2025,7747.765443036994,4275964.587255193
Jambi,Sarolangun,2001,6235.633441057977,4430171.564014449
Jambi,Sarolangun,2002,5883.155232401336,4279956.818869304
Jambi,Sarolangun,2003,2502.9315713720243,1445064.160099281
Jambi,Sarolangun,2004,6890.558400393876,3915689.480624368
Jambi,Sarolangun,2005,4036.0556572084897,2446206.8702601613
Jambi,Sarolangun,2006,17168.8555744396,9844364.894787876
Jambi,Sarolangun,2007,11069.093728576296,5994497.763330953
Jambi,Sarolangun,2008,19505.24536315596,9982235.08082927
Jambi,Sarolangun,2009,11724.61138918344,6408394.576880213
Jambi,Sarolangun,2010,5699.122901647344,3036641.336184798
Jambi,Sarolangun,2011,3967.5267031166495,2333372.1834983523
Jambi,Sarolangun,2012,25351.03890491837,15923809.420793211
Jambi,Sarolangun,2013,6084.9816494115485,3968468.7598763257
Jambi,Sarolangun,2014,12791.547763755898,8588210.31759918
Jambi,Sarolangun,2015,9156.993079089432,5564336.478586866
Jambi,Sarolangun,2016,16781.31042588332,8780447.166875817
Jambi,Sarolangun,2017,11509.24071638296,6706695.066544894
Jambi,Sarolangun,2018,9655.36390352942,5781226.792224963
Jambi,Sarolangun,2019,9947.703217580969,6264000.299563264
Jambi,Sarolangun,2020,9125.187925700524,5055255.119965163
Jambi,Sarolangun,2021,6288.9073403997045,4068973.404782437
Jambi,Sarolangun,2022,9527.026010485404,6115779.946025778
Jambi,Sarolangun,2023,14876.622759461308,8703715.052220685
Jambi,Sarolangun,2024,13300.613169090531,8027109.712047144
Jambi,Sarolangun,2025,11552.741020714217,7249617.291324804
Jambi,Sungai Penuh,2001,12.839202314249269,8315.115715145768
Jambi,Sungai Penuh,2002,3.920892538619927,2782.694300141472
Jambi,Sungai Penuh,2003,3.921003045782064,2188.4054226833746
Jambi,Sungai Penuh,2004,8.45684537111572,5099.836017665796
Jambi,Sungai Penuh,2005,3.997824327630073,2237.6577658105016
Jambi,Sungai Penuh,2006,7.61122943726047,3976.3921958887495
Jambi,Sungai Penuh,2007,2.767692743963352,1644.4951536422209
Jambi,Sungai Penuh,2008,4.151523180940484,2147.8829397881236
Jambi,Sungai Penuh,2009,7.995636475903456,4213.16624962821
Jambi,Sungai Penuh,2010,12.224145844351536,7110.461521167037
Jambi,Sungai Penuh,2011,19.989007610123014,11190.916776072823
Jambi,Sungai Penuh,2012,10.30200416254666,6124.5959890697
Jambi,Sungai Penuh,2013,20.37380481572198,10627.252318625657
Jambi,Sungai Penuh,2014,47.74328993697985,24566.782166792935
Jambi,Sungai Penuh,2015,29.59933015556668,17108.197578472133
Jambi,Sungai Penuh,2016,159.52892443661048,83515.4023523482
Jambi,Sungai Penuh,2017,244.6351631753212,126919.15678497708
Jambi,Sungai Penuh,2018,207.2736476376024,114785.15992271602
Jambi,Sungai Penuh,2019,233.25620143038924,142983.74344648098
Jambi,Sungai Penuh,2020,311.82785807881345,186807.77221324475
Jambi,Sungai Penuh,2021,459.0511301227533,315757.3172253621
Jambi,Sungai Penuh,2022,491.7317595672056,353814.24924995925
Jambi,Sungai Penuh,2023,188.28289231875587,126571.59133764816
Jambi,Sungai Penuh,2024,113.32223971477268,72946.64651204036
Jambi,Sungai Penuh,2025,138.46237549493853,88829.46280960816
Jambi,Tanjung Jabung B,2001,11123.68866585288,9246337.64608611
Jambi,Tanjung Jabung B,2002,9862.67206755634,10182260.36326918
Jambi,Tanjung Jabung B,2003,7350.006411991272,7151171.942945844
Jambi,Tanjung Jabung B,2004,18307.39154256488,16954809.89501337
Jambi,Tanjung Jabung B,2005,10125.009029418745,10404421.673412535
Jambi,Tanjung Jabung B,2006,17689.427736653295,15744784.20630868
Jambi,Tanjung Jabung B,2007,17708.736028233518,17621016.156135254
Jambi,Tanjung Jabung B,2008,38038.159983796795,43575514.61603236
Jambi,Tanjung Jabung B,2009,20146.92228678482,20446026.284017064
Jambi,Tanjung Jabung B,2010,3206.3709649232687,2821790.5631592707
Jambi,Tanjung Jabung B,2011,3668.3778025324546,2993604.0246310346
Jambi,Tanjung Jabung B,2012,16108.956730094276,16808463.29650508
Jambi,Tanjung Jabung B,2013,6180.91350739881,5840600.75976826
Jambi,Tanjung Jabung B,2014,6645.988939052548,6324807.428091597
Jambi,Tanjung Jabung B,2015,6258.213363381897,5463560.519378062
Jambi,Tanjung Jabung B,2016,13504.01328443696,11889958.163666176
Jambi,Tanjung Jabung B,2017,8946.08869322671,7579768.905914821
Jambi,Tanjung Jabung B,2018,6331.799566386109,5033034.522918712
Jambi,Tanjung Jabung B,2019,5429.973301082625,3619458.5777573446
Jambi,Tanjung Jabung B,2020,4422.230317584936,3221213.6882251026
Jambi,Tanjung Jabung B,2021,9220.651313098071,3201563.3353178394
Jambi,Tanjung Jabung B,2022,4976.268560503951,3076456.2850197395
Jambi,Tanjung Jabung B,2023,6462.082479333133,4026079.7653928087
Jambi,Tanjung Jabung B,2024,9203.027902543316,4567981.415290934
Jambi,Tanjung Jabung B,2025,8077.867020083645,3853629.997538257
Jambi,Tanjung Jabung T,2001,1361.9403344408756,1520734.440803972
Jambi,Tanjung Jabung T,2002,4840.529076406903,6452917.985063187
Jambi,Tanjung Jabung T,2003,1734.473777647417,2451529.5312327705
Jambi,Tanjung Jabung T,2004,7582.283901931739,12185710.959685434
Jambi,Tanjung Jabung T,2005,5345.41895078754,7157286.3990483545
Jambi,Tanjung Jabung T,2006,5586.80174528316,6921722.331610361
Jambi,Tanjung Jabung T,2007,9798.459958245325,13088826.195557432
Jambi,Tanjung Jabung T,2008,8025.963803181567,10216601.220480194
Jambi,Tanjung Jabung T,2009,12131.395969645144,14578795.589383375
Jambi,Tanjung Jabung T,2010,2263.0080184124363,2782789.633723265
Jambi,Tanjung Jabung T,2011,1845.7528961325008,1604037.4376389147
Jambi,Tanjung Jabung T,2012,12227.3395999152,15086087.364234157
Jambi,Tanjung Jabung T,2013,4225.739724726074,4594626.687458883
Jambi,Tanjung Jabung T,2014,6952.764717664673,6533179.749546069
Jambi,Tanjung Jabung T,2015,5663.309538061633,5021060.975411296
Jambi,Tanjung Jabung T,2016,27250.735821660473,25219071.100013908
Jambi,Tanjung Jabung T,2017,6641.343738393152,4530062.281712562
Jambi,Tanjung Jabung T,2018,5526.412557694584,3608919.4629565263
Jambi,Tanjung Jabung T,2019,4550.636500123232,3094867.3173950696
Jambi,Tanjung Jabung T,2020,7714.6148612811585,6097086.567399727
Jambi,Tanjung Jabung T,2021,4347.264413735012,2647767.4526364864
Jambi,Tanjung Jabung T,2022,4490.527723054541,2399145.3561001704
Jambi,Tanjung Jabung T,2023,5334.249071331314,2773190.5958291315
Jambi,Tanjung Jabung T,2024,4739.722718527845,2552683.6392797334
Jambi,Tanjung Jabung T,2025,5817.624273944552,3184090.685607675
Jambi,Tebo,2001,9822.339656378608,6071127.166530803
Jambi,Tebo,2002,5217.6554642277215,2965455.2252227054
Jambi,Tebo,2003,1739.9983928626873,992170.8614244893
Jambi,Tebo,2004,9334.254217406113,5408525.31107271
Jambi,Tebo,2005,8932.41191316095,5393366.544799627
Jambi,Tebo,2006,29709.56567192156,18344089.57186136
Jambi,Tebo,2007,16065.969852610771,10116042.666675553
Jambi,Tebo,2008,15357.211542070516,10554882.164681995
Jambi,Tebo,2009,30018.649970018767,20213207.41674649
Jambi,Tebo,2010,10365.645866996969,7444941.262196964
Jambi,Tebo,2011,12529.63112015186,8620433.705319162
Jambi,Tebo,2012,39630.0488326184,28440535.909558207
Jambi,Tebo,2013,22403.033723794728,15549682.234847087
Jambi,Tebo,2014,15843.022588900112,10532938.703510284
Jambi,Tebo,2015,12941.121118489176,8990075.972690687
Jambi,Tebo,2016,13811.415139910881,9355379.263928013
Jambi,Tebo,2017,10299.590488107024,7167127.774483354
Jambi,Tebo,2018,7397.3555716888195,5127062.509611066
Jambi,Tebo,2019,8966.167881497995,6476876.775682948
Jambi,Tebo,2020,5853.411279097622,4068702.2900692336
Jambi,Tebo,2021,8181.5054328233055,5967880.04845389
Jambi,Tebo,2022,10641.738688403862,7591241.017297327
Jambi,Tebo,2023,11227.308168880858,7722552.688405964
Jambi,Tebo,2024,10638.8205403428,7187629.273878973
Jambi,Tebo,2025,8937.086104822381,6249502.950740194
Kepulauan Riau,Batam,2001,595.8252450849617,338466.32611202315
Kepulauan Riau,Batam,2002,2421.516533630373,1469579.0597222056
Kepulauan Riau,Batam,2003,489.9872488856443,286374.318122717
Kepulauan Riau,Batam,2004,1009.0470813535246,577865.6004372248
Kepulauan Riau,Batam,2005,2970.7709519938835,1839348.0644825064
Kepulauan Riau,Batam,2006,749.2918936106845,409557.6167871712
Kepulauan Riau,Batam,2007,554.9128802957246,314972.6386212421
Kepulauan Riau,Batam,2008,495.4516307445503,286347.18865856883
Kepulauan Riau,Batam,2009,1022.8989546843871,586002.5150136905
Kepulauan Riau,Batam,2010,982.1513869524435,620542.869709206
Kepulauan Riau,Batam,2011,1071.7515278176425,612675.3576355993
Kepulauan Riau,Batam,2012,2206.6187517612034,1420409.0240573836
Kepulauan Riau,Batam,2013,1227.3166115105819,819808.7451413553
Kepulauan Riau,Batam,2014,6190.706554431386,3972562.92059604
Kepulauan Riau,Batam,2015,1890.8150350745432,1177651.2124864294
Kepulauan Riau,Batam,2016,1831.3599846992329,1060441.5889406642
Kepulauan Riau,Batam,2017,1334.5080415342163,764827.5442496544
Kepulauan Riau,Batam,2018,935.1398349216862,559172.0958413528
Kepulauan Riau,Batam,2019,1336.6860449353833,833864.9614987081
Kepulauan Riau,Batam,2020,996.9956485450381,614999.7200768146
Kepulauan Riau,Batam,2021,520.7572064184957,303225.1791443916
Kepulauan Riau,Batam,2022,404.29694505369935,237531.76407370504
Kepulauan Riau,Batam,2023,454.90808347992,260686.77122405567
Kepulauan Riau,Batam,2024,206.6071081041876,121802.5691397898
Kepulauan Riau,Batam,2025,514.5939048483247,282238.6432893033
Kepulauan Riau,Bintan,2001,123.84142080358468,51995.96886620481
Kepulauan Riau,Bintan,2002,686.2778337818762,287795.2232328494
Kepulauan Riau,Bintan,2003,327.13889941664456,152389.51712994103
Kepulauan Riau,Bintan,2004,413.51768318108526,185227.80843301877
Kepulauan Riau,Bintan,2005,1858.2163006822464,803618.2285514188
Kepulauan Riau,Bintan,2006,720.2021581375512,342518.98689590354
Kepulauan Riau,Bintan,2007,569.6739622469851,269216.4038069772
Kepulauan Riau,Bintan,2008,659.1366866903309,324562.50339158834
Kepulauan Riau,Bintan,2009,628.5149864715672,301967.75969818706
Kepulauan Riau,Bintan,2010,754.9752120076715,343619.4463254533
Kepulauan Riau,Bintan,2011,1028.2648672543291,493265.22437155485
Kepulauan Riau,Bintan,2012,1501.019483737895,743576.434898869
Kepulauan Riau,Bintan,2013,1074.715561022333,543575.8284401956
Kepulauan Riau,Bintan,2014,4079.6132122007425,1668960.7634199404
Kepulauan Riau,Bintan,2015,1274.3174071957224,516927.31110371806
Kepulauan Riau,Bintan,2016,1649.0729120935116,738887.4399875669
Kepulauan Riau,Bintan,2017,2277.8811991639204,1028276.4067300909
Kepulauan Riau,Bintan,2018,1539.2982564324636,658892.6130010148
Kepulauan Riau,Bintan,2019,2152.6457118241938,877063.4007431224
Kepulauan Riau,Bintan,2020,1568.220685550206,656422.2948974292
Kepulauan Riau,Bintan,2021,969.7936890856138,475692.25464430894
Kepulauan Riau,Bintan,2022,609.8149865733839,293618.54607600445
