province,district,year,tree_cover_loss_ha,co2_emissions
Aceh,Aceh Barat,2001,1646.9732626845505,1114690.0135735641
Aceh,Aceh Barat,2002,717.0579106594682,500916.86573034927
Aceh,Aceh Barat,2003,401.1315635374108,308933.1123386587
Aceh,Aceh Barat,2004,1112.3868186199427,743516.8551308407
Aceh,Aceh Barat,2005,2482.3757582693,1652238.2211431384
Aceh,Aceh Barat,2006,1215.316822708214,790609.8802719789
Aceh,Aceh Barat,2007,2123.4502618467236,1313707.0287958442
Aceh,Aceh Barat,2008,4468.17467696634,3048495.9832094824
Aceh,Aceh Barat,2009,4361.296227476704,3417777.6039105565
Aceh,Aceh Barat,2010,2056.095252759479,1466124.2734058464
Aceh,Aceh Barat,2011,4179.169850182278,3209379.289397836
Aceh,Aceh Barat,2012,4747.678378516166,2786007.88522902
Aceh,Aceh Barat,2013,6502.938359406206,3337498.591759493
Aceh,Aceh Barat,2014,5904.110785024317,4189495.7626143633
Aceh,Aceh Barat,2015,2489.9223040098063,1454849.3997439584
Aceh,Aceh Barat,2016,3266.397924739877,1984599.962778308
Aceh,Aceh Barat,2017,4364.303592588333,2536208.027155568
Aceh,Aceh Barat,2018,2449.5778195238895,1430888.2051946695
Aceh,Aceh Barat,2019,1587.4687739729593,965112.574151233
Aceh,Aceh Barat,2020,1389.289900377605,811689.7396011478
Aceh,Aceh Barat,2021,3026.6512010059582,1852981.2111299655
Aceh,Aceh Barat,2022,2389.8439528289264,1386810.1511973408
Aceh,Aceh Barat,2023,2739.234023768631,1649444.2790591912
Aceh,Aceh Barat,2024,4655.397001698679,2945955.385231428
Aceh,Aceh Barat,2025,4938.349592319839,3145895.9822889105
Aceh,Aceh Barat Daya,2001,708.225225914236,502354.42945641594
Aceh,Aceh Barat Daya,2002,562.1317633095692,390896.6696527377
Aceh,Aceh Barat Daya,2003,2960.3569705398327,2269131.5584258283
Aceh,Aceh Barat Daya,2004,474.40672460599046,408415.7398874912
Aceh,Aceh Barat Daya,2005,360.48651648797767,236128.1228974054
Aceh,Aceh Barat Daya,2006,638.6073495184045,441109.18499137304
Aceh,Aceh Barat Daya,2007,220.00624660279576,136370.97134741233
Aceh,Aceh Barat Daya,2008,728.761384724128,564950.5252929754
Aceh,Aceh Barat Daya,2009,7361.221654628653,4714623.363813331
Aceh,Aceh Barat Daya,2010,1744.8013278468125,1125846.7297218821
Aceh,Aceh Barat Daya,2011,2425.3296007612653,1619388.5418937188
Aceh,Aceh Barat Daya,2012,1651.0377392202056,1208086.2543773544
Aceh,Aceh Barat Daya,2013,1143.7071399200643,811095.7165197799
Aceh,Aceh Barat Daya,2014,1428.221277278816,833706.288034379
Aceh,Aceh Barat Daya,2015,928.1627487200589,577824.8612665122
Aceh,Aceh Barat Daya,2016,1103.4974756291565,630987.6617657869
Aceh,Aceh Barat Daya,2017,1110.691148016779,646485.0799875655
Aceh,Aceh Barat Daya,2018,1005.0577914487078,474910.71961917565
Aceh,Aceh Barat Daya,2019,866.0512483338649,335199.5087507266
Aceh,Aceh Barat Daya,2020,792.1903573512242,424743.81815344736
Aceh,Aceh Barat Daya,2021,1205.1965488524147,494400.6010573389
Aceh,Aceh Barat Daya,2022,1094.96525828254,383237.20750764856
Aceh,Aceh Barat Daya,2023,1118.9034026495112,600420.2645096153
Aceh,Aceh Barat Daya,2024,1251.242798840191,638081.4244837812
Aceh,Aceh Barat Daya,2025,1291.5633896106683,592805.6285637304
Aceh,Aceh Besar,2001,575.097200832312,356450.93697508436
Aceh,Aceh Besar,2002,261.94396566345387,167500.81445071235
Aceh,Aceh Besar,2003,64.49639132099392,40953.238511048854
Aceh,Aceh Besar,2004,1138.4026363753228,667854.9569607221
Aceh,Aceh Besar,2005,881.2189673178858,412594.5540502087
Aceh,Aceh Besar,2006,313.8172249898178,188899.9467373982
Aceh,Aceh Besar,2007,623.6567951849097,382312.448640165
Aceh,Aceh Besar,2008,156.65842487681368,99090.3584701008
Aceh,Aceh Besar,2009,1684.125903666922,1120148.6576998532
Aceh,Aceh Besar,2010,527.4796191053309,350350.93697208905
Aceh,Aceh Besar,2011,2241.2897218544554,1482314.4213172947
Aceh,Aceh Besar,2012,358.7503117932562,233659.1180554672
Aceh,Aceh Besar,2013,489.2656809990327,293547.70580992295
Aceh,Aceh Besar,2014,1780.5550937413393,1150282.6034792436
Aceh,Aceh Besar,2015,537.1221586198652,336195.4083950902
Aceh,Aceh Besar,2016,1042.1577046860632,615856.452286744
Aceh,Aceh Besar,2017,2149.2960283963766,1323438.1493373392
Aceh,Aceh Besar,2018,873.0836645201449,527044.9421849026
Aceh,Aceh Besar,2019,923.8830584208848,566035.4981209686
Aceh,Aceh Besar,2020,1272.5369082602883,778985.5749550624
Aceh,Aceh Besar,2021,899.1908588110114,582989.5879374179
Aceh,Aceh Besar,2022,1000.2396540132908,647036.547290442
Aceh,Aceh Besar,2023,1331.095488154341,854159.5825482967
Aceh,Aceh Besar,2024,1223.4116681930825,793105.0158753084
Aceh,Aceh Besar,2025,1939.9654940211128,1267943.0650206637
Aceh,Aceh Jaya,2001,1493.073581946104,968598.3555758785
Aceh,Aceh Jaya,2002,540.8121075315884,366504.9896784624
Aceh,Aceh Jaya,2003,308.18371323805155,198579.60931970208
Aceh,Aceh Jaya,2004,2123.458678791757,1183053.2200660564
Aceh,Aceh Jaya,2005,4978.30362184902,2892915.778503077
Aceh,Aceh Jaya,2006,417.20213973868687,255100.476074515
Aceh,Aceh Jaya,2007,1914.0383009474433,1225362.755348849
Aceh,Aceh Jaya,2008,3120.107565606753,2209857.093201512
Aceh,Aceh Jaya,2009,3157.2590515440093,2162397.576145697
Aceh,Aceh Jaya,2010,779.2933737230502,548125.02915135
Aceh,Aceh Jaya,2011,3046.663782801439,2126810.8540522223
Aceh,Aceh Jaya,2012,3200.3557292933574,2228574.1949817827
Aceh,Aceh Jaya,2013,3186.580649963558,2213166.525315304
Aceh,Aceh Jaya,2014,3990.6426822991984,2881866.9376941575
Aceh,Aceh Jaya,2015,1484.7004490065692,980762.540762394
Aceh,Aceh Jaya,2016,2797.9281127395016,1604693.828091464
Aceh,Aceh Jaya,2017,3995.735780384132,2361665.9228151166
Aceh,Aceh Jaya,2018,2518.0805250844446,1453260.5151845727
Aceh,Aceh Jaya,2019,1671.830322013859,950853.7301664592
Aceh,Aceh Jaya,2020,2093.2729483768135,1178337.093539868
Aceh,Aceh Jaya,2021,2687.874039737544,1635984.0814419044
Aceh,Aceh Jaya,2022,2777.2371739301047,1643901.2921423363
Aceh,Aceh Jaya,2023,2599.6079084133244,1553985.2743414247
Aceh,Aceh Jaya,2024,2764.466906159871,1663079.3847621605
Aceh,Aceh Jaya,2025,4095.009696711655,2426104.229061478
Aceh,Aceh Selatan,2001,1083.4777546604528,725087.7015237988
Aceh,Aceh Selatan,2002,531.2298420326164,323510.5830149718
Aceh,Aceh Selatan,2003,283.23584984219104,187773.50761909928
Aceh,Aceh Selatan,2004,177.75650650854647,114120.26543583036
Aceh,Aceh Selatan,2005,366.1159683962075,271109.38668755523
Aceh,Aceh Selatan,2006,540.1086235753212,398915.9085787244
Aceh,Aceh Selatan,2007,602.6598345884504,518013.2324974011
Aceh,Aceh Selatan,2008,1366.8161941132607,945629.1071381506
Aceh,Aceh Selatan,2009,2565.818336684201,1530666.300142828
Aceh,Aceh Selatan,2010,1477.761174446876,840850.6104213357
Aceh,Aceh Selatan,2011,2170.965429774314,1352393.4063990235
Aceh,Aceh Selatan,2012,2654.709310024019,1570497.6206357735
Aceh,Aceh Selatan,2013,2980.028932814204,1602562.2412315365
Aceh,Aceh Selatan,2014,4324.427557067588,2579749.174889384
Aceh,Aceh Selatan,2015,2406.7722635927603,1572711.1858674719
Aceh,Aceh Selatan,2016,2636.952914742475,1613968.5747826835
Aceh,Aceh Selatan,2017,2681.0641037501355,1691411.853975705
Aceh,Aceh Selatan,2018,2698.8423202452345,1483558.3251256293
Aceh,Aceh Selatan,2019,1011.2900519146378,622391.3053937319
Aceh,Aceh Selatan,2020,1380.8120566572068,800052.5893911768
Aceh,Aceh Selatan,2021,1757.4056184731744,997569.6690962291
Aceh,Aceh Selatan,2022,3386.1073669334905,1832767.6337567172
Aceh,Aceh Selatan,2023,3266.545337018031,1854544.537331172
Aceh,Aceh Selatan,2024,3101.916161933553,1902119.3655891255
Aceh,Aceh Selatan,2025,3781.428224502868,2312260.0376165295
Aceh,Aceh Singkil,2001,2258.2724033652485,1346272.793067851
Aceh,Aceh Singkil,2002,903.8818482086918,623644.2290594996
Aceh,Aceh Singkil,2003,2839.237564270389,2277316.42337051
Aceh,Aceh Singkil,2004,3239.1285654899875,2327171.458051528
Aceh,Aceh Singkil,2005,3816.7614933386926,3114762.440311536
Aceh,Aceh Singkil,2006,4327.515699515013,3695019.265594461
Aceh,Aceh Singkil,2007,3704.9357499054463,2648417.0694499956
Aceh,Aceh Singkil,2008,7797.122726139182,5855641.278196775
Aceh,Aceh Singkil,2009,9718.506750529887,7718739.69622312
Aceh,Aceh Singkil,2010,5690.713426927209,3861318.162363541
Aceh,Aceh Singkil,2011,3227.847374946871,2260023.917317729
Aceh,Aceh Singkil,2012,5059.3575188536815,3689159.1711686286
Aceh,Aceh Singkil,2013,2387.1301097887913,1636223.5011823184
Aceh,Aceh Singkil,2014,2443.5363287426226,1681320.271601748
Aceh,Aceh Singkil,2015,1392.1011060517264,846985.8367202658
Aceh,Aceh Singkil,2016,1190.498924769624,664233.7775301551
Aceh,Aceh Singkil,2017,1294.2128886074413,805344.3482719064
Aceh,Aceh Singkil,2018,2961.731520284736,1460759.1744327513
Aceh,Aceh Singkil,2019,1234.8027042003837,625315.4164356688
Aceh,Aceh Singkil,2020,2099.6287591640994,968117.5202231983
Aceh,Aceh Singkil,2021,1387.2275784418962,630491.7096355889
Aceh,Aceh Singkil,2022,1621.559614314982,939072.3674275225
Aceh,Aceh Singkil,2023,1327.08987823805,746903.863591515
Aceh,Aceh Singkil,2024,1536.7199478234104,573037.8413743048
Aceh,Aceh Singkil,2025,1653.7610004596563,936206.9190091375
Aceh,Aceh Tamiang,2001,1392.4428428465976,443160.1503033713
Aceh,Aceh Tamiang,2002,873.1954571478059,253868.80402211775
Aceh,Aceh Tamiang,2003,684.5799303980077,205550.92204759968
Aceh,Aceh Tamiang,2004,1003.122312204944,322653.5538583032
Aceh,Aceh Tamiang,2005,810.7157058459427,355638.5097989428
Aceh,Aceh Tamiang,2006,1932.372054246832,684305.7880142411
Aceh,Aceh Tamiang,2007,2440.9535356090546,1010696.5542168104
Aceh,Aceh Tamiang,2008,1744.81135960735,682556.3166057025
Aceh,Aceh Tamiang,2009,2721.8636516841334,1004506.9130367072
Aceh,Aceh Tamiang,2010,3479.2540276479376,1402755.817272395
Aceh,Aceh Tamiang,2011,1890.9928945782997,876121.9935570114
Aceh,Aceh Tamiang,2012,3018.305256384173,1550174.0699385488
Aceh,Aceh Tamiang,2013,4290.108293057228,1757623.5047724713
Aceh,Aceh Tamiang,2014,3561.127326115949,1522608.7684041937
Aceh,Aceh Tamiang,2015,2234.201143399723,796560.9661013073
Aceh,Aceh Tamiang,2016,3469.120093809367,1271021.6998818123
Aceh,Aceh Tamiang,2017,2322.5304558780053,843671.805359111
Aceh,Aceh Tamiang,2018,2951.3460902610054,1322298.6178114435
Aceh,Aceh Tamiang,2019,1860.8021906215483,957517.4427321882
Aceh,Aceh Tamiang,2020,2579.0613172987687,1447978.8511436668
Aceh,Aceh Tamiang,2021,2190.9212196656167,1226036.7639697928
Aceh,Aceh Tamiang,2022,1657.8639443395168,777096.5768685015
Aceh,Aceh Tamiang,2023,3788.572969107197,1929367.982579721
Aceh,Aceh Tamiang,2024,3631.519595986072,1978844.1336545171
Aceh,Aceh Tamiang,2025,1956.128395248812,1215844.3923562083
Aceh,Aceh Tengah,2001,958.8281073409197,687871.1221277814
Aceh,Aceh Tengah,2002,791.6931132803969,568689.0782824002
Aceh,Aceh Tengah,2003,276.1300287842022,193248.27473694543
Aceh,Aceh Tengah,2004,837.2020128662655,518833.8498059618
Aceh,Aceh Tengah,2005,937.8324409908452,657446.9096584301
Aceh,Aceh Tengah,2006,1495.7062365824784,999021.3381906396
Aceh,Aceh Tengah,2007,619.3727574932561,428574.9402485373
Aceh,Aceh Tengah,2008,267.38352732755754,170647.0790752847
Aceh,Aceh Tengah,2009,1666.5985570090668,1172750.4122584965
Aceh,Aceh Tengah,2010,904.6258245168726,608336.9668292223
Aceh,Aceh Tengah,2011,723.8052084121267,525402.5984144859
Aceh,Aceh Tengah,2012,936.7585273043996,651157.2274835312
Aceh,Aceh Tengah,2013,1038.9912128796511,747042.7769177742
Aceh,Aceh Tengah,2014,1736.6195316364883,1193830.1569796903
Aceh,Aceh Tengah,2015,1931.3540231265024,1274451.6914697373
Aceh,Aceh Tengah,2016,4013.357992932976,2715709.011268628
Aceh,Aceh Tengah,2017,3072.563906769944,2132876.1241749465
Aceh,Aceh Tengah,2018,3643.081672685555,2563562.4457179573
Aceh,Aceh Tengah,2019,3072.079265619345,2238472.0663643186
Aceh,Aceh Tengah,2020,2182.0414428925983,1514738.429682318
Aceh,Aceh Tengah,2021,1911.8280660747769,1288412.499179616
Aceh,Aceh Tengah,2022,859.3542863148684,568477.2336625007
Aceh,Aceh Tengah,2023,1631.986800984953,1041115.6162954834
Aceh,Aceh Tengah,2024,2549.739774287209,1652483.1895869782
Aceh,Aceh Tengah,2025,4685.784412072841,3078541.2753366265
Aceh,Aceh Tenggara,2001,884.2852625748608,568504.5360437715
Aceh,Aceh Tenggara,2002,471.7285003918425,305960.8963434355
Aceh,Aceh Tenggara,2003,421.68189271558174,289681.3961060832
Aceh,Aceh Tenggara,2004,700.3133095833061,471411.7089029532
Aceh,Aceh Tenggara,2005,892.2480893899934,607346.5776317494
Aceh,Aceh Tenggara,2006,729.6301089699056,506737.5623742321
Aceh,Aceh Tenggara,2007,1524.9661738297834,1000848.1585923936
Aceh,Aceh Tenggara,2008,1625.7094556963962,1110089.2053655644
Aceh,Aceh Tenggara,2009,2827.1753224077474,1959855.7000402824
Aceh,Aceh Tenggara,2010,4295.9698408218,2933310.4467097535
Aceh,Aceh Tenggara,2011,891.0886680758188,625469.8375677352
Aceh,Aceh Tenggara,2012,1740.063599533557,1223814.7834359342
Aceh,Aceh Tenggara,2013,433.7620837753856,296585.8942735453
Aceh,Aceh Tenggara,2014,2131.6330409481207,1387492.3055037817
Aceh,Aceh Tenggara,2015,793.820870715956,543521.1059390428
Aceh,Aceh Tenggara,2016,1919.077066553808,1300668.4643153213
Aceh,Aceh Tenggara,2017,1145.6692686566169,797018.2968317711
Aceh,Aceh Tenggara,2018,1284.6692449271416,897974.0894316494
Aceh,Aceh Tenggara,2019,545.0274968499764,372851.54943824344
Aceh,Aceh Tenggara,2020,903.412312974324,606934.9272180253
Aceh,Aceh Tenggara,2021,862.8320885088954,594632.8334148661
Aceh,Aceh Tenggara,2022,1136.0127301846962,793882.615215224
Aceh,Aceh Tenggara,2023,503.29096892045885,343834.96267195063
Aceh,Aceh Tenggara,2024,831.8423121266092,574251.4579608872
Aceh,Aceh Tenggara,2025,1021.5223474778732,701083.4888187243
Aceh,Aceh Timur,2001,1005.9990322569304,526905.8328872301
Aceh,Aceh Timur,2002,1124.4763651408596,578685.5873485869
Aceh,Aceh Timur,2003,650.2715033130967,378724.4442464366
Aceh,Aceh Timur,2004,1282.370365060816,670980.2678652155
Aceh,Aceh Timur,2005,1547.5936453504708,874060.039911299
Aceh,Aceh Timur,2006,727.580324701888,423975.5069312717
Aceh,Aceh Timur,2007,1119.0863305142345,620275.6149798463
Aceh,Aceh Timur,2008,1131.6033849206854,645094.1051140819
Aceh,Aceh Timur,2009,5876.653491307229,3619455.344263529
Aceh,Aceh Timur,2010,3644.7775311449295,2207706.224578352
Aceh,Aceh Timur,2011,4814.984944191394,2727814.07152947
Aceh,Aceh Timur,2012,6816.003792019679,3829480.0702027264
Aceh,Aceh Timur,2013,5382.3034630045095,2961173.5747353677
Aceh,Aceh Timur,2014,10245.26891445576,6125662.101474471
Aceh,Aceh Timur,2015,7832.07793323023,4599863.50049576
Aceh,Aceh Timur,2016,8847.460202272641,5149772.194129708
Aceh,Aceh Timur,2017,4708.000194422029,2566449.6315455064
Aceh,Aceh Timur,2018,5447.821184665106,3255051.9978184705
Aceh,Aceh Timur,2019,3124.306527040355,1906761.317574336
Aceh,Aceh Timur,2020,3293.5348661613157,2101066.9893571977
Aceh,Aceh Timur,2021,2665.706474404217,1637588.4567515398
Aceh,Aceh Timur,2022,1955.375813524225,1254316.8332821175
Aceh,Aceh Timur,2023,4647.508586889187,3155445.3059308296
Aceh,Aceh Timur,2024,5469.068027483288,3715796.5688343705
Aceh,Aceh Timur,2025,8452.953553440588,5406193.734288557
Aceh,Aceh Utara,2001,456.68140214661406,282194.9182538486
Aceh,Aceh Utara,2002,432.4676243554817,246349.3590653361
Aceh,Aceh Utara,2003,254.57618935825548,149160.3441779187
Aceh,Aceh Utara,2004,745.8162094690698,431552.0922247065
Aceh,Aceh Utara,2005,899.3611855121353,540445.343259917
Aceh,Aceh Utara,2006,989.9026977865312,589274.6574332601
Aceh,Aceh Utara,2007,756.3834841693616,453307.30189221416
Aceh,Aceh Utara,2008,1596.0481208894437,979415.4016859933
Aceh,Aceh Utara,2009,3085.0872105598064,1861275.0645876697
Aceh,Aceh Utara,2010,2732.712717386657,1752082.5592689256
Aceh,Aceh Utara,2011,1998.3225672854776,1302016.8677187
Aceh,Aceh Utara,2012,2084.062739527162,1356301.2298208452
Aceh,Aceh Utara,2013,1126.746400304732,728408.9889048655
Aceh,Aceh Utara,2014,3752.502113621749,2293413.0979430624
Aceh,Aceh Utara,2015,3031.9861165477287,1972878.5700975456
Aceh,Aceh Utara,2016,5371.670319821567,3587661.0778756114
Aceh,Aceh Utara,2017,4042.3386604691104,2811081.196365629
Aceh,Aceh Utara,2018,4989.561335067401,3451449.9341382827
Aceh,Aceh Utara,2019,3238.765595606754,2262833.53343973
Aceh,Aceh Utara,2020,3768.164704568819,2745737.4526964007
Aceh,Aceh Utara,2021,3494.7341464760357,2465995.062779509
Aceh,Aceh Utara,2022,1832.1236935276615,1231112.45794996
Aceh,Aceh Utara,2023,4110.063036463987,2846893.3677945575
Aceh,Aceh Utara,2024,4458.638454542657,3161621.625134573
Aceh,Aceh Utara,2025,5187.207803833208,3654616.709304164
Aceh,Banda Aceh,2001,0.229736652172309,60.310225666441895
Aceh,Banda Aceh,2002,0.1531579076274956,39.31486822074823
Aceh,Banda Aceh,2004,3.2928781281740993,1837.5948169378737
Aceh,Banda Aceh,2005,22.59138128752764,9620.212221336416
Aceh,Banda Aceh,2006,5.819991911600749,1741.5138095924633
Aceh,Banda Aceh,2007,2.22082473154948,786.836339713012
Aceh,Banda Aceh,2008,0.3063333491257053,106.37113551867324
Aceh,Banda Aceh,2009,5.9732701150187175,2467.829073537821
Aceh,Banda Aceh,2010,1.455053038688151,871.1689531279561
Aceh,Banda Aceh,2011,4.671385051274687,1863.3928309605824
Aceh,Banda Aceh,2012,0.8423952414624023,426.16443559081154
Aceh,Banda Aceh,2014,0.0,41.96802531053467
Aceh,Banda Aceh,2017,1.7612773887407773,806.6834168888842
Aceh,Banda Aceh,2018,0.6126359660728624,326.43547165573847
Aceh,Banda Aceh,2019,0.6892255530289713,297.359845887975
Aceh,Banda Aceh,2020,0.3828896571204969,171.7207660772289
Aceh,Banda Aceh,2021,0.6892193337567817,408.66037306994696
Aceh,Banda Aceh,2022,0.6126379147726779,365.9750229330728
Aceh,Banda Aceh,2023,1.2252700986428495,581.6364033332658
Aceh,Banda Aceh,2024,0.0765783057413737,23.60307766433813
Aceh,Banda Aceh,2025,0.0765780519946289,26.2271438335307
Aceh,Bener Meriah,2001,310.90631774546654,212836.56389331064
Aceh,Bener Meriah,2002,244.66877942836848,173165.40250954987
Aceh,Bener Meriah,2003,50.451586743048495,34102.37134059307
Aceh,Bener Meriah,2004,586.1701992348194,369399.45965433144
Aceh,Bener Meriah,2005,234.53326983786295,153462.84576779915
Aceh,Bener Meriah,2006,1010.4862441059222,720203.5701444285
Aceh,Bener Meriah,2007,387.17132375318823,270637.31095196994
Aceh,Bener Meriah,2008,229.8480426771236,148882.4037770231
Aceh,Bener Meriah,2009,855.0989385635132,556675.697090466
Aceh,Bener Meriah,2010,747.993579768748,508324.23980412725
Aceh,Bener Meriah,2011,726.8703271105732,528177.0706201555
Aceh,Bener Meriah,2012,862.2747982914993,569686.8605078752
Aceh,Bener Meriah,2013,532.9293888446261,359364.6965582073
Aceh,Bener Meriah,2014,1057.6518649567909,698294.6778711261
Aceh,Bener Meriah,2015,836.684794352942,533358.0314484282
Aceh,Bener Meriah,2016,2458.612754706869,1571882.6699277025
Aceh,Bener Meriah,2017,1383.9504809004216,928062.3325476376
Aceh,Bener Meriah,2018,1949.8488908960496,1316807.114107987
Aceh,Bener Meriah,2019,1330.8435430973163,922992.6295374611
Aceh,Bener Meriah,2020,1272.4965405020864,878839.2676403774
Aceh,Bener Meriah,2021,1125.9798199075803,784272.9113333537
Aceh,Bener Meriah,2022,626.5516976655992,422810.81277497194
Aceh,Bener Meriah,2023,1167.8265279908237,756433.5102834692
Aceh,Bener Meriah,2024,1337.2356197049185,870354.5896295166
Aceh,Bener Meriah,2025,3170.5028480761302,2095289.9000843628
Aceh,Bireuen,2001,300.8844538925809,186482.38125774887
Aceh,Bireuen,2002,222.63371130074913,140423.03352003644
Aceh,Bireuen,2003,15.249809448691948,7655.333145527403
Aceh,Bireuen,2004,154.42455612561795,92434.99915498175
Aceh,Bireuen,2005,114.11279429491074,69733.54984247028
Aceh,Bireuen,2006,278.8833247015048,174016.85918715113
Aceh,Bireuen,2007,301.64966450859384,191636.1642662844
Aceh,Bireuen,2008,575.2556547511609,370725.6585211812
Aceh,Bireuen,2009,911.7500312860512,557736.4233570234
Aceh,Bireuen,2010,834.3901940811277,547310.0186659498
Aceh,Bireuen,2011,812.1224777457119,517166.938715414
Aceh,Bireuen,2012,1091.3496724275424,740013.8702293577
Aceh,Bireuen,2013,1026.2847756650256,692334.3291007989
Aceh,Bireuen,2014,3875.658789082857,2778075.455082045
Aceh,Bireuen,2015,1898.3327377914995,1312016.9967191988
Aceh,Bireuen,2016,1833.6298200434924,1220630.04587757
Aceh,Bireuen,2017,1218.5796155365686,813318.6872870285
Aceh,Bireuen,2018,1214.385425713528,824706.707909288
Aceh,Bireuen,2019,1029.6943278278318,682848.9148715285
Aceh,Bireuen,2020,887.336032594795,612169.5127901785
Aceh,Bireuen,2021,1040.1735648714705,735634.0248974956
Aceh,Bireuen,2022,1089.065517751252,771495.7882721248
Aceh,Bireuen,2023,1912.5917723191228,1389250.2946989015
Aceh,Bireuen,2024,2059.721112186121,1490458.8326773588
Aceh,Bireuen,2025,4040.914330867172,2970743.5681147906
Aceh,Gayo Lues,2001,981.9013013252904,722362.2931246803
Aceh,Gayo Lues,2002,774.4557466832198,595034.8251672536
Aceh,Gayo Lues,2003,339.2856763999554,263861.05915352213
Aceh,Gayo Lues,2004,1117.2015197991725,777109.646202271
Aceh,Gayo Lues,2005,464.3812666897187,348087.2421837388
Aceh,Gayo Lues,2006,853.4178189653097,608834.2875043668
Aceh,Gayo Lues,2007,2588.810520865278,1853034.3512789884
Aceh,Gayo Lues,2008,520.9183938821055,381621.0640694304
Aceh,Gayo Lues,2009,1781.3631736968432,1282884.4931400972
Aceh,Gayo Lues,2010,918.6209948036243,685450.0285377882
Aceh,Gayo Lues,2011,719.2576062439955,532920.0139954895
Aceh,Gayo Lues,2012,939.6978159551944,686615.7540494481
Aceh,Gayo Lues,2013,975.7112330070808,704857.9010116976
Aceh,Gayo Lues,2014,2109.750467800987,1458972.8942974517
Aceh,Gayo Lues,2015,1203.5708195896484,902019.693911576
Aceh,Gayo Lues,2016,2637.575370797612,1869983.588588253
Aceh,Gayo Lues,2017,1641.4833499829847,1213135.1248012716
Aceh,Gayo Lues,2018,2945.348458310752,2204488.940630341
Aceh,Gayo Lues,2019,1674.7001694022435,1243011.3467156629
Aceh,Gayo Lues,2020,1442.0849593566545,1047951.6714229964
Aceh,Gayo Lues,2021,1315.5828064371397,922754.4116221977
Aceh,Gayo Lues,2022,808.4525175815753,536901.0769492418
Aceh,Gayo Lues,2023,940.1367090820739,607542.6702099076
Aceh,Gayo Lues,2024,1127.7847486640176,736796.2883253741
Aceh,Gayo Lues,2025,2571.324780444241,1738532.9823210875
Aceh,Langsa,2001,30.222005798995514,5715.939403959634
Aceh,Langsa,2002,62.74647348253659,5775.871591664506
Aceh,Langsa,2003,44.4887888272964,3212.4562033046286
Aceh,Langsa,2004,94.57703878526206,18852.461577667615
Aceh,Langsa,2005,16.49141568218479,8455.80600320773
Aceh,Langsa,2006,23.701369834237745,11519.607231549484
Aceh,Langsa,2007,40.73081768759279,8760.320067489516
Aceh,Langsa,2008,202.73527263468876,9087.026029010514
Aceh,Langsa,2009,387.88826540855854,22711.113591897185
Aceh,Langsa,2010,474.1867901118204,38376.943720398485
Aceh,Langsa,2011,383.003258197856,12348.461124339796
Aceh,Langsa,2012,388.9011940552351,38122.142142853605
Aceh,Langsa,2013,144.04913588820335,5320.544324756754
Aceh,Langsa,2014,201.42964998535163,23247.152153405536
Aceh,Langsa,2015,210.09604144274095,30469.040331300585
Aceh,Langsa,2016,629.5615648025121,28941.26572596964
Aceh,Langsa,2017,565.8270186762226,43094.469765223286
Aceh,Langsa,2018,396.5601952831843,57999.26892498393
Aceh,Langsa,2019,68.2660852009264,22379.523429770605
Aceh,Langsa,2020,43.49159730689399,19136.848518807175
Aceh,Langsa,2021,51.69689516473775,10810.433608616582
Aceh,Langsa,2022,26.846468866912975,15157.836133701392
Aceh,Langsa,2023,387.58704997436206,40392.6024742588
Aceh,Langsa,2024,158.00636497214023,23537.825392353418
Aceh,Langsa,2025,37.81587805378881,17936.75121507733
Aceh,Lhokseumawe,2001,1.9157234764694555,624.4734720427768
Aceh,Lhokseumawe,2002,4.4444411409103735,1400.3532848532627
Aceh,Lhokseumawe,2003,1.149396632911784,469.1465343863728
Aceh,Lhokseumawe,2004,5.134135892739801,1989.96265691986
Aceh,Lhokseumawe,2005,11.340850724210616,4933.634357069948
Aceh,Lhokseumawe,2006,7.203218159756672,2853.6516820818288
Aceh,Lhokseumawe,2007,14.789148578059349,6377.627246085716
Aceh,Lhokseumawe,2008,12.64442284555122,5097.4447743205565
Aceh,Lhokseumawe,2009,47.43465642939831,20621.360588553864
Aceh,Lhokseumawe,2010,19.004084584855423,6769.34868015465
Aceh,Lhokseumawe,2011,22.83583414397135,8225.617127676642
Aceh,Lhokseumawe,2012,20.996098238274744,7848.395515150304
Aceh,Lhokseumawe,2013,8.58260799755154,3744.7705893193447
Aceh,Lhokseumawe,2014,44.90523105870054,20485.896565537216
Aceh,Lhokseumawe,2015,29.27279956531793,13862.884001363818
Aceh,Lhokseumawe,2016,70.49954753704677,31443.76226938109
Aceh,Lhokseumawe,2017,21.992910286054688,10051.512107467692
Aceh,Lhokseumawe,2018,46.131157011257855,21478.100298400772
Aceh,Lhokseumawe,2019,30.268635694122143,14115.164588433256
Aceh,Lhokseumawe,2020,44.214296036678526,20735.747854937366
Aceh,Lhokseumawe,2021,29.04314677623156,14544.466948070149
Aceh,Lhokseumawe,2022,17.85466060145725,9671.88961022491
Aceh,Lhokseumawe,2023,38.46918420298558,21679.541286098487
Aceh,Lhokseumawe,2024,61.30400927654547,31971.55334229772
Aceh,Lhokseumawe,2025,67.74161064053415,36949.96334612938
Aceh,Nagan Raya,2001,2543.45066524548,1217610.862058038
Aceh,Nagan Raya,2002,822.7771501748797,389007.99928598094
Aceh,Nagan Raya,2003,1131.494413402655,517771.3071155552
